date,export_orders_total_usd_mn,export_orders_electronics_usd_mn,export_orders_ict_usd_mn,export_orders_total_yoy_pct,export_orders_total_mom_3m_pct,export_orders_total_mom_6m_pct,export_orders_electronics_yoy_pct,export_orders_electronics_mom_3m_pct,export_orders_electronics_mom_6m_pct,export_orders_ict_yoy_pct,export_orders_ict_mom_3m_pct,export_orders_ict_mom_6m_pct,mfg_chemical_index,mfg_consumer_index,mfg_info_electronics_index,mfg_metal_machinery_index,mfg_chemical_yoy_pct,mfg_chemical_mom_3m_pct,mfg_chemical_mom_6m_pct,mfg_consumer_yoy_pct,mfg_consumer_mom_3m_pct,mfg_consumer_mom_6m_pct,mfg_info_electronics_yoy_pct,mfg_info_electronics_mom_3m_pct,mfg_info_electronics_mom_6m_pct,mfg_metal_machinery_yoy_pct,mfg_metal_machinery_mom_3m_pct,mfg_metal_machinery_mom_6m_pct,exports_ntd_thousand,imports_ntd_thousand,trade_balance_ntd_thousand,exports_yoy_pct,exports_mom_3m_pct,exports_mom_6m_pct,imports_yoy_pct,imports_mom_3m_pct,imports_mom_6m_pct,taiex_close,taiex_return_1m_pct,taiex_return_3m_pct,taiex_return_6m_pct,taiex_return_12m_pct,taiex_ma_3m,taiex_ma_6m,taiex_ma_12m,taiex_vs_ma_3m_pct,taiex_vs_ma_6m_pct,taiex_vs_ma_12m_pct,taiex_drawdown_from_peak_pct
1982-01-01,,,,,,,,,,,,,19.89,76.97,1.34,16.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-02-01,,,,,,,,,,,,,20.97,80.28,1.57,17.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-03-01,,,,,,,,,,,,,22.98,93.0,1.76,19.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-04-01,,,,,,,,,,,,,21.92,88.07,1.81,18.71,,10.206133735545508,,,14.421203066129662,,,35.07462686567165,,,15.636588380716931,,,,,,,,,,,,,,,,,,,,,,
1982-05-01,,,,,,,,,,,,,23.16,86.18,1.8,19.3,,10.443490701001434,,,7.349277528649734,,,14.649681528662416,,,11.175115207373288,,,,,,,,,,,,,,,,,,,,,,
1982-06-01,,,,,,,,,,,,,22.33,84.36,1.78,17.78,,-2.8285465622280292,,,-9.29032258064516,,,1.1363636363636465,,,-6.715634837355711,,,,,,,,,,,,,,,,,,,,,,
1982-07-01,,,,,,,,,,,,,22.85,84.96,1.88,18.68,,4.242700729927007,14.881850175967838,,-3.5312819348245705,10.38066779264648,,3.8674033149171283,40.29850746268655,,-0.16034206306788645,15.451174289245984,,,,,,,,,,,,,,,,,,,,,
1982-08-01,,,,,,,,,,,,,21.16,82.62,1.84,18.27,,-8.635578583765113,0.9060562708631537,,-4.130888837317248,2.914798206278024,,2.2222222222222143,17.19745222929936,,-5.336787564766842,5.241935483870974,,,,,,,,,,,,,,,,,,,,,
1982-09-01,,,,,,,,,,,,,22.73,85.09,1.81,18.33,,1.7913121361397222,-1.0879025239338591,,0.8653390232337577,-8.505376344086013,,1.6853932584269593,2.840909090909083,,3.093363329583787,-3.8300104931794365,,,,,,,,,,,,,,,,,,,,,
1982-10-01,,,,,,,,,,,,,23.49,81.76,1.62,17.9,,2.8008752735229736,7.1624087591240615,,-3.766478342749513,-7.164755308277493,,-13.829787234042545,-10.497237569060768,,-4.175588865096369,-4.329235702832723,,,,,,,,,,,,,,,,,,,,,
1982-11-01,,,,,,,,,,,,,22.59,80.15,1.62,18.2,,6.758034026465021,-2.4611398963730546,,-2.989590898087624,-6.996983058714323,,-11.956521739130432,-9.999999999999998,,-0.3831417624521105,-5.699481865284984,,,,,,,,,,,,,,,,,,,,,
1982-12-01,,,,,,,,,,,,,25.42,94.4,1.88,20.27,,11.83457985041796,13.837886251679365,,10.94135621107064,11.901375059269803,,3.8674033149171283,5.617977528089879,,10.583742498636116,14.004499437570296,,,,,,,,,,,,,,,,,,,,,
1983-01-01,,,,,,,,,,,,,24.89,91.29,1.77,19.05,25.13826043237808,5.95998297147724,8.927789934354479,18.60465116279071,11.656066536203525,7.450564971751428,32.089552238805965,9.259259259259256,-5.851063829787229,17.737948084054402,6.424581005586605,1.9807280513918668,,,,,,,,,,,,,,,,,,,,,
1983-02-01,,,,,,,,,,,,,20.42,69.66,1.52,15.85,-2.6227944682880144,-9.606020362992462,-3.497164461247626,-13.228699551569512,-13.08796007485965,-15.686274509803933,-3.1847133757961776,-6.172839506172845,-17.391304347826086,-8.698156682027648,-12.91208791208791,-13.245758073344282,,,,,,,,,,,,,,,,,,,,,
1983-03-01,,,,,,,,,,,,,25.88,91.24,2.03,19.8,12.619669277632717,1.8095987411486991,13.85833699956005,-1.8924731182795806,-3.347457627118655,7.227641320954281,15.340909090909083,7.978723404255317,12.154696132596676,3.88247639034629,-2.3186975826344325,8.019639934533561,,,,,,,,,,,,,,,,,,,,,
1983-04-01,,,,,,,,,,,,,23.21,94.3,2.12,20.98,5.885036496350371,-6.749698674166327,-1.1919965942954303,7.073918473941188,3.2971847957059763,15.337573385518578,17.12707182320443,19.774011299435035,30.864197530864203,12.132549438802776,10.131233595800527,17.20670391061454,,,,,,,,,,,,,,,,,,,,,
1983-05-01,,,,,,,,,,,,,25.96,93.06,2.2,21.31,12.089810017271162,27.130264446620945,14.918105356352363,7.983290786725461,33.59173126614987,16.10729881472239,22.222222222222232,44.736842105263165,35.802469135802475,10.414507772020709,34.44794952681387,17.087912087912095,,,,,,,,,,,,,,,,,,,,,
1983-06-01,,,,,,,,,,,,,26.46,93.41,2.37,20.97,18.49529780564265,2.2411128284389514,4.091266719118791,10.727833096254136,2.378342832091196,-1.0487288135593298,33.14606741573034,16.748768472906427,26.06382978723405,17.941507311586037,5.909090909090908,3.453379378391719,,,,,,,,,,,,,,,,,,,,,
1983-07-01,,,,,,,,,,,,,26.93,94.61,2.5,21.62,17.855579868708958,16.027574321413173,8.196062675773398,11.358286252354066,0.32873806998938715,3.636761967356761,32.97872340425532,17.924528301886777,41.24293785310735,15.738758029978595,3.0505243088655876,13.490813648293965,,,,,,,,,,,,,,,,,,,,,
1983-08-01,,,,,,,,,,,,,26.29,95.91,2.63,22.16,24.243856332703206,1.2711864406779627,28.746327130264437,16.08569353667393,3.0625402965828386,37.68303186907838,42.934782608695635,19.545454545454533,73.02631578947367,21.29173508483855,3.988737681839516,39.81072555205047,,,,,,,,,,,,,,,,,,,,,
1983-09-01,,,,,,,,,,,,,26.04,92.3,2.48,22.32,14.56225252969643,-1.5873015873015928,0.6182380216383399,8.47338112586673,-1.188309602826254,1.161771153003066,37.01657458563537,4.641350210970452,22.16748768472907,21.76759410801965,6.4377682403433445,12.72727272727272,,,,,,,,,,,,,,,,,,,,,
1983-10-01,,,,,,,,,,,,,26.72,89.41,2.36,22.98,13.750532141336747,-0.7797994801336805,15.122791900043087,9.35665362035223,-5.496247753937222,-5.185577942735953,45.67901234567899,-5.600000000000005,11.32075471698113,28.379888268156428,6.290471785383911,9.532888465204948,,,,,,,,,,,,,,,,,,,,,
1983-11-01,,,,,,,,,,,,,28.06,88.85,2.44,22.51,24.21425409473217,6.732597945987062,8.089368258859775,10.854647535870221,-7.361067667605048,-4.5239630346013415,50.617283950617264,-7.224334600760452,10.90909090909089,23.681318681318686,1.5794223826714804,5.63115908024403,,,,,,,,,,,,,,,,,,,,,
1983-12-01,,,,,,,,,,,,,28.66,99.12,2.54,23.7,12.745869394177811,10.061443932411684,8.314436885865462,5.000000000000004,7.388949079089935,6.112835884808909,35.10638297872342,2.4193548387096753,7.1729957805907185,16.921558954119398,6.182795698924726,13.01859799713878,,,,,,,,,,,,,,,,,,,,,
1984-01-01,2627.0,300.0,92.0,,,,,,,,,,29.39,110.62,2.55,22.83,18.079550020088387,9.992514970059885,9.134793910137407,21.17427976777302,23.72217872721174,16.922101257795163,44.06779661016949,8.05084745762712,2.0000000000000018,19.842519685039363,-0.6527415143603221,5.5966697502312535,,,,,,,,,,,,,,,,,,,,,
1984-02-01,2321.0,265.0,81.0,,,,,,,,,,24.66,79.75,2.18,18.33,20.763956904995084,-12.116892373485388,-6.2000760745530625,14.484639678438139,-10.241980866629142,-16.84912939213846,43.42105263157896,-10.655737704918023,-17.110266159695808,15.646687697160866,-18.56952465570859,-17.283393501805065,,,,,,,,,,,,,,,,,,,,,
1984-03-01,2821.0,322.0,99.0,,,,,,,,,,29.25,104.81,2.9,23.09,13.021638330757357,2.0586182833217004,12.32718894009217,14.872862779482698,5.740516545601282,13.553629469122441,42.85714285714286,14.173228346456689,16.93548387096775,16.61616161616162,-2.5738396624472526,3.4498207885304666,,,,,,,,,,,,,,,,,,,,,
1984-04-01,2797.0,319.0,98.0,,6.4712599923867575,,,6.333333333333324,,,6.521739130434789,,28.39,98.86,2.86,22.8,22.317966393795775,-3.402517863218779,6.25,4.8356309650053,-10.630988971252942,10.56928755172799,34.90566037735847,12.15686274509804,21.18644067796611,8.67492850333651,-0.13140604467803962,-0.7832898172323799,,,,,,,,,,,,,,,,,,,,,
1984-05-01,2879.0,328.0,101.0,,24.041361482119772,,,23.77358490566037,,,24.691358024691358,,31.98,102.61,3.15,23.6,23.189522342064706,29.68369829683699,13.970064148253748,10.262196432409198,28.664576802507845,15.486775464265623,43.181818181818166,44.495412844036686,29.0983606557377,10.746128578132353,28.75068194217132,4.842292314526886,,,,,,,,,,,,,,,,,,,,,
1984-06-01,2759.0,314.0,97.0,,-2.197802197802201,,,-2.4844720496894457,,,-2.020202020202022,,30.15,96.97,3.12,23.58,13.9455782312925,3.076923076923066,5.198883461270065,3.8111551225778806,-7.480202270775694,-2.169087974172723,31.645569620253156,7.586206896551739,22.83464566929134,12.44635193133048,2.1221307925508803,-0.5063291139240533,,,,,,,,,,,,,,,,,,,,,
1984-07-01,2776.0,317.0,97.0,,-0.750804433321417,5.671869052150735,,-0.6269592476489061,5.666666666666664,,-1.0204081632653073,5.434782608695654,30.84,103.42,3.11,24.2,14.519123653917564,8.62979922507925,4.933650901667241,9.311912060035944,4.612583451345342,-6.508768757909966,24.4,8.74125874125875,21.9607843137255,11.933395004625336,6.140350877192979,6.0008760402978645,,,,,,,,,,,,,,,,,,,,,
